transport_type,route_id,origin_station,destination_station,weather_condition,event_type,season,day_of_week,temperature_C,humidity_percent,wind_speed_kmh,precipitation_mm,traffic_congestion_index,holiday,peak_hour,event_attendance_est,log_event_attendance,has_event,year,month,day_of_month,weekday_num,is_weekend,quarter,departure_hour,departure_minute,arrival_hour,arrival_minute,departure_minutes,arrival_minutes,scheduled_trip_duration_min,departure_hour_sin,departure_hour_cos
Bus,Route_1,Station_19,Station_23,Storm,Parade,Spring,Saturday,28.2,78,20,19.0,57,0,0,500,6.2166061010848646,1,2023,1,21,5,1,1,6,31,7,12,391,432,41,0.9908658973868822,-0.13485093027372297
Bus,Route_7,Station_26,Station_3,Fog,Sports,Winter,Sunday,30.8,96,42,6.5,81,0,0,2000,7.601402334583733,1,2023,1,8,6,1,1,7,18,7,51,438,471,33,0.9426414910921783,-0.333806859233771
Bus,Route_2,Station_16,Station_30,Storm,Unknown / Missing Event,Spring,Saturday,1.8,68,42,5.4,87,0,1,0,0.0,0,2023,1,7,5,1,1,19,17,19,35,1157,1175,18,-0.9440890203927844,0.32969064526278663
Tram,Route_9,Station_38,Station_36,Fog,Unknown / Missing Event,Summer,Wednesday,25.7,65,32,17.2,80,0,0,500,6.2166061010848646,1,2023,1,4,2,0,1,12,3,12,45,723,765,42,-0.013089595571344391,-0.999914327574007
Tram,Route_1,Station_14,Station_38,Clear,Protest,Winter,Thursday,32.3,50,48,3.4,70,0,0,0,0.0,0,2023,1,19,3,0,1,7,49,8,38,469,518,49,0.8890171414857366,-0.45787391511695646
Metro,Route_6,Station_34,Station_39,Clear,Unknown / Missing Event,Winter,Wednesday,7.5,82,58,10.2,76,0,0,0,0.0,0,2023,1,4,2,0,1,15,19,15,35,919,935,16,-0.7632324697825289,-0.6461239796429639
Bus,Route_6,Station_45,Station_17,Rain,Unknown / Missing Event,Summer,Thursday,8.9,77,2,4.6,68,0,0,0,0.0,0,2023,1,5,3,0,1,2,32,3,15,152,195,43,0.6156614753256582,0.788010753606722
Bus,Route_4,Station_43,Station_28,Cloudy,Unknown / Missing Event,Summer,Sunday,-3.5,37,51,12.1,47,0,0,10000,9.210440366976517,1,2023,1,8,6,1,1,15,1,15,50,901,950,49,-0.7101853756232851,-0.7040147244559687
Tram,Route_15,Station_23,Station_39,Snow,Unknown / Missing Event,Spring,Sunday,27.8,99,2,0.9,17,1,1,0,0.0,0,2023,1,8,6,1,1,4,18,4,59,258,299,41,0.9025852843498605,0.43051109680829525
Train,Route_7,Station_41,Station_40,Rain,Unknown / Missing Event,Spring,Wednesday,32.5,32,43,17.2,57,0,1,0,0.0,0,2023,1,4,2,0,1,8,46,9,11,526,551,25,0.7489557207890021,-0.6626200482157376
Bus,Route_3,Station_14,Station_39,Fog,Unknown / Missing Event,Summer,Saturday,0.7,34,14,12.8,66,0,0,0,0.0,0,2023,1,7,5,1,1,18,33,19,0,1113,1140,27,-0.9896513868196702,0.14349262199117904
Metro,Route_20,Station_35,Station_11,Snow,Unknown / Missing Event,Summer,Monday,31.3,95,16,13.5,59,0,0,0,0.0,0,2023,1,2,0,0,1,0,0,0,29,0,29,29,0.0,1.0
Train,Route_20,Station_35,Station_12,Rain,Unknown / Missing Event,Autumn,Saturday,10.0,52,4,17.8,81,0,0,0,0.0,0,2023,1,21,5,1,1,19,48,20,10,1188,1210,22,-0.891006524188368,0.45399049973954664
Metro,Route_1,Station_33,Station_23,Cloudy,Sports,Spring,Sunday,22.9,37,34,19.4,64,0,1,0,0.0,0,2023,1,1,6,1,1,18,16,18,55,1096,1135,39,-0.9975640502598243,0.06975647374412522
Tram,Route_13,Station_33,Station_32,Fog,Unknown / Missing Event,Autumn,Wednesday,-3.3,52,54,3.8,38,0,0,0,0.0,0,2023,1,11,2,0,1,14,49,15,30,889,930,41,-0.6723668074346678,-0.7402181274868322
Bus,Route_16,Station_26,Station_26,Rain,Parade,Winter,Monday,8.4,50,52,17.5,82,0,0,500,6.2166061010848646,1,2023,1,16,0,0,1,8,30,9,20,510,560,50,0.7933533402912352,-0.6087614290087207
Tram,Route_10,Station_3,Station_35,Rain,Sports,Autumn,Thursday,11.4,86,3,19.7,22,0,0,50000,10.819798284210286,1,2023,1,19,3,0,1,8,46,9,23,526,563,37,0.7489557207890021,-0.6626200482157376
Tram,Route_14,Station_21,Station_19,Storm,Unknown / Missing Event,Winter,Tuesday,29.0,87,35,11.5,86,0,0,0,0.0,0,2023,1,10,1,0,1,3,49,4,25,229,265,36,0.8410390129643924,0.540974471367994
Metro,Route_6,Station_33,Station_30,Rain,Unknown / Missing Event,Summer,Monday,25.3,62,15,17.3,14,1,1,50000,10.819798284210286,1,2023,1,9,0,0,1,19,17,19,38,1157,1178,21,-0.9440890203927844,0.32969064526278663
Metro,Route_17,Station_35,Station_41,Fog,Sports,Summer,Monday,6.2,58,43,15.1,47,0,0,50000,10.819798284210286,1,2023,1,9,0,0,1,10,1,10,26,601,626,25,0.49621650367520803,-0.8681988144891424
Train,Route_8,Station_44,Station_37,Clear,Unknown / Missing Event,Summer,Saturday,7.5,78,7,10.0,18,1,0,50000,10.819798284210286,1,2023,1,7,5,1,1,16,49,17,14,1009,1034,25,-0.9523957996432783,-0.3048642990280112
Tram,Route_6,Station_24,Station_47,Storm,Unknown / Missing Event,Winter,Friday,7.6,37,5,18.1,0,0,0,500,6.2166061010848646,1,2023,1,6,4,0,1,3,2,3,28,182,208,26,0.7132504491541816,0.7009092642998509
Bus,Route_4,Station_14,Station_44,Clear,Unknown / Missing Event,Winter,Saturday,16.4,80,20,5.4,48,0,1,10000,9.210440366976517,1,2023,1,7,5,1,1,9,0,9,52,540,592,52,0.7071067811865476,-0.7071067811865475
Bus,Route_3,Station_44,Station_16,Fog,Unknown / Missing Event,Spring,Wednesday,32.6,94,21,8.8,49,0,0,0,0.0,0,2023,1,4,2,0,1,5,0,5,41,300,341,41,0.9659258262890683,0.25881904510252074
Bus,Route_5,Station_29,Station_40,Fog,Unknown / Missing Event,Summer,Wednesday,24.0,76,26,0.5,98,0,0,0,0.0,0,2023,1,11,2,0,1,18,32,19,11,1112,1151,39,-0.9902680687415704,0.13917310096006547
Metro,Route_18,Station_23,Station_29,Storm,Unknown / Missing Event,Autumn,Thursday,15.2,52,33,12.2,31,0,0,0,0.0,0,2023,1,5,3,0,1,11,46,12,28,706,748,42,0.06104853953485719,-0.9981347984218669
Metro,Route_3,Station_13,Station_40,Fog,Unknown / Missing Event,Summer,Tuesday,18.0,87,2,4.2,31,0,0,0,0.0,0,2023,1,17,1,0,1,6,33,7,1,393,421,28,0.9896513868196702,-0.14349262199117915
Train,Route_3,Station_43,Station_1,Fog,Unknown / Missing Event,Autumn,Tuesday,32.6,45,26,2.8,50,0,0,0,0.0,0,2023,1,3,1,0,1,18,18,19,6,1098,1146,48,-0.9969173337331281,0.07845909572784432
Bus,Route_5,Station_47,Station_34,Clear,Festival,Spring,Friday,-2.7,75,13,1.6,82,0,0,0,0.0,0,2023,1,6,4,0,1,10,33,10,58,633,658,25,0.3705574375098363,-0.9288095528719242
Metro,Route_8,Station_16,Station_32,Snow,Unknown / Missing Event,Autumn,Monday,15.3,62,58,2.8,28,0,0,50000,10.819798284210286,1,2023,1,2,0,0,1,20,48,21,42,1248,1302,54,-0.7431448254773946,0.6691306063588578
Tram,Route_16,Station_50,Station_48,Rain,Unknown / Missing Event,Autumn,Monday,-0.7,41,51,16.6,14,0,1,0,0.0,0,2023,1,9,0,0,1,18,47,19,8,1127,1148,21,-0.979045472484584,0.203641751140177
Train,Route_13,Station_49,Station_2,Clear,Sports,Summer,Tuesday,6.4,87,27,19.0,75,0,1,0,0.0,0,2023,1,17,1,0,1,22,31,23,4,1351,1384,33,-0.37864861735243305,0.9255405040175664
Metro,Route_7,Station_20,Station_18,Snow,Unknown / Missing Event,Autumn,Sunday,25.7,88,3,0.6,28,1,1,2000,7.601402334583733,1,2023,1,8,6,1,1,10,16,11,12,616,672,56,0.4383711467890773,-0.898794046299167
Train,Route_12,Station_49,Station_18,Storm,Parade,Winter,Monday,8.4,71,24,4.6,11,0,1,0,0.0,0,2023,1,16,0,0,1,7,2,7,42,422,462,40,0.963630453208623,-0.26723837607825685
Bus,Route_10,Station_49,Station_16,Cloudy,Unknown / Missing Event,Summer,Saturday,22.1,80,41,10.5,91,0,1,0,0.0,0,2023,1,14,5,1,1,6,30,7,1,390,421,31,0.9914448613738105,-0.13052619222005138
Train,Route_10,Station_17,Station_27,Snow,Unknown / Missing Event,Summer,Thursday,16.0,35,59,19.1,9,0,0,50000,10.819798284210286,1,2023,1,12,3,0,1,22,4,22,42,1324,1362,38,-0.4848096202463369,0.8746197071393959
Metro,Route_7,Station_36,Station_23,Clear,Unknown / Missing Event,Spring,Thursday,12.8,78,47,6.3,96,0,0,10000,9.210440366976517,1,2023,1,5,3,0,1,3,3,3,35,183,215,32,0.7163019434246541,0.6977904598416802
Train,Route_1,Station_46,Station_19,Fog,Unknown / Missing Event,Spring,Friday,20.5,38,14,8.0,6,0,1,500,6.2166061010848646,1,2023,1,20,4,0,1,20,19,20,53,1219,1253,34,-0.821646937942164,0.5699967625963025
Bus,Route_20,Station_29,Station_17,Storm,Unknown / Missing Event,Summer,Thursday,10.5,80,56,6.0,30,0,1,0,0.0,0,2023,1,5,3,0,1,4,45,5,19,285,319,34,0.9469301294951057,0.3214394653031615
Train,Route_5,Station_17,Station_28,Storm,Unknown / Missing Event,Spring,Sunday,-4.4,41,44,2.4,79,1,1,10000,9.210440366976517,1,2023,1,15,6,1,1,21,47,22,19,1307,1339,32,-0.5482932295199143,0.8362861558477592
Tram,Route_12,Station_12,Station_10,Rain,Festival,Summer,Tuesday,-3.8,46,38,3.8,58,0,1,50000,10.819798284210286,1,2023,1,17,1,0,1,12,17,12,36,737,756,19,-0.07410849019539939,-0.9972501850994856
Train,Route_12,Station_41,Station_1,Rain,Unknown / Missing Event,Winter,Thursday,1.5,67,18,6.1,67,0,1,0,0.0,0,2023,1,5,3,0,1,14,33,15,20,873,920,47,-0.6190939493098341,-0.7853169308807448
Train,Route_19,Station_34,Station_32,Cloudy,Unknown / Missing Event,Winter,Sunday,17.7,63,49,15.0,49,0,0,0,0.0,0,2023,1,1,6,1,1,11,17,12,8,677,728,51,0.18652403600873463,-0.9824503977255098
Bus,Route_17,Station_20,Station_43,Snow,Unknown / Missing Event,Spring,Tuesday,12.9,35,4,16.0,4,0,1,0,0.0,0,2023,1,3,1,0,1,22,2,22,33,1322,1353,31,-0.4924235601034673,0.8703556959398996
Metro,Route_9,Station_30,Station_14,Cloudy,Concert,Summer,Wednesday,22.4,51,44,11.1,95,0,1,0,0.0,0,2023,1,4,2,0,1,17,30,18,25,1050,1105,55,-0.9914448613738104,-0.13052619222005163
Bus,Route_9,Station_26,Station_35,Cloudy,Unknown / Missing Event,Autumn,Sunday,-3.3,62,41,11.3,49,0,1,0,0.0,0,2023,1,15,6,1,1,11,2,11,55,662,715,53,0.25038000405444133,-0.9681476403781077
Metro,Route_11,Station_13,Station_20,Cloudy,Concert,Spring,Thursday,28.2,41,56,19.0,66,0,0,2000,7.601402334583733,1,2023,1,12,3,0,1,12,46,13,43,766,823,57,-0.19936793441719658,-0.9799247046208297
Metro,Route_1,Station_46,Station_26,Snow,Unknown / Missing Event,Winter,Tuesday,26.5,89,45,2.7,18,1,0,0,0.0,0,2023,1,17,1,0,1,20,30,21,27,1230,1287,57,-0.7933533402912352,0.6087614290087205
Tram,Route_4,Station_43,Station_26,Rain,Festival,Spring,Wednesday,1.4,88,5,18.4,27,0,1,0,0.0,0,2023,1,18,2,0,1,13,1,13,35,781,815,34,-0.26303121445797495,-0.9647873238288129
Metro,Route_14,Station_11,Station_34,Cloudy,Festival,Spring,Wednesday,6.2,77,27,3.5,40,0,0,0,0.0,0,2023,1,4,2,0,1,10,31,11,19,631,679,48,0.37864861735243294,-0.9255405040175664
Metro,Route_11,Station_29,Station_9,Clear,Festival,Spring,Tuesday,28.0,39,15,3.9,40,0,0,0,0.0,0,2023,1,3,1,0,1,7,15,8,1,435,481,46,0.9469301294951057,-0.3214394653031616
Metro,Route_16,Station_45,Station_41,Clear,Unknown / Missing Event,Summer,Friday,22.7,63,9,12.0,0,0,1,2000,7.601402334583733,1,2023,1,13,4,0,1,13,3,13,55,783,835,52,-0.27144044986507393,-0.9624552364536474
Metro,Route_18,Station_14,Station_33,Clear,Unknown / Missing Event,Spring,Thursday,6.2,85,55,13.5,23,1,0,0,0.0,0,2023,1,5,3,0,1,8,2,8,33,482,513,31,0.8616291604415257,-0.5075383629607043
Bus,Route_6,Station_1,Station_19,Rain,Unknown / Missing Event,Summer,Friday,30.9,40,20,0.3,33,0,0,500,6.2166061010848646,1,2023,1,6,4,0,1,0,48,1,11,48,71,23,0.20791169081775931,0.9781476007338057
Bus,Route_17,Station_45,Station_25,Clear,Concert,Spring,Friday,24.2,75,58,4.6,26,0,1,0,0.0,0,2023,1,20,4,0,1,19,32,19,58,1172,1198,26,-0.9205048534524405,0.3907311284892735
Bus,Route_15,Station_26,Station_12,Snow,Unknown / Missing Event,Autumn,Thursday,24.5,72,16,2.6,10,0,0,0,0.0,0,2023,1,19,3,0,1,9,45,10,21,585,621,36,0.5555702330196022,-0.8314696123025453
Train,Route_5,Station_17,Station_39,Snow,Unknown / Missing Event,Spring,Tuesday,6.4,76,4,5.5,95,0,0,0,0.0,0,2023,1,10,1,0,1,0,47,1,18,47,78,31,0.2036417511401775,0.9790454724845838
Bus,Route_6,Station_10,Station_15,Cloudy,Unknown / Missing Event,Autumn,Sunday,-1.7,34,21,6.5,15,0,1,500,6.2166061010848646,1,2023,1,15,6,1,1,0,31,1,15,31,75,44,0.134850930273723,0.9908658973868822
Train,Route_2,Station_26,Station_31,Fog,Unknown / Missing Event,Spring,Sunday,25.7,63,43,13.5,77,0,1,0,0.0,0,2023,1,15,6,1,1,13,47,14,20,827,860,33,-0.45009844103743474,-0.8929789434111371
Metro,Route_20,Station_46,Station_16,Clear,Festival,Spring,Wednesday,11.2,38,42,8.0,90,0,0,0,0.0,0,2023,1,4,2,0,1,0,47,1,28,47,88,41,0.2036417511401775,0.9790454724845838
Bus,Route_19,Station_39,Station_42,Storm,Unknown / Missing Event,Autumn,Sunday,25.5,95,34,9.3,83,0,0,0,0.0,0,2023,1,8,6,1,1,2,33,3,19,153,199,46,0.619093949309834,0.785316930880745
Train,Route_8,Station_4,Station_6,Storm,Unknown / Missing Event,Winter,Sunday,21.2,75,48,0.9,65,0,0,10000,9.210440366976517,1,2023,1,1,6,1,1,11,49,12,38,709,758,49,0.04797812852134419,-0.9988483864849507
Metro,Route_13,Station_44,Station_25,Storm,Concert,Spring,Sunday,15.4,46,10,2.8,5,0,1,50000,10.819798284210286,1,2023,1,1,6,1,1,18,45,19,9,1125,1149,24,-0.9807852804032304,0.1950903220161283
Metro,Route_6,Station_43,Station_26,Cloudy,Unknown / Missing Event,Winter,Monday,-3.1,54,10,15.9,69,0,0,10000,9.210440366976517,1,2023,1,9,0,0,1,17,31,18,21,1051,1101,50,-0.992004949679715,-0.12619896913583006
Tram,Route_6,Station_35,Station_27,Snow,Unknown / Missing Event,Autumn,Thursday,-3.6,70,41,6.9,75,0,1,0,0.0,0,2023,1,5,3,0,1,6,30,7,24,390,444,54,0.9914448613738105,-0.13052619222005138
Metro,Route_17,Station_43,Station_29,Storm,Sports,Autumn,Saturday,14.7,66,0,4.4,94,1,0,50000,10.819798284210286,1,2023,1,14,5,1,1,15,3,15,21,903,921,18,-0.7163019434246541,-0.6977904598416802
Bus,Route_5,Station_11,Station_50,Storm,Unknown / Missing Event,Summer,Saturday,3.3,64,43,7.4,5,0,0,0,0.0,0,2023,1,14,5,1,1,21,19,21,58,1279,1318,39,-0.6461239796429639,0.7632324697825288
Tram,Route_6,Station_49,Station_1,Storm,Unknown / Missing Event,Winter,Thursday,18.7,52,50,10.2,19,0,0,500,6.2166061010848646,1,2023,1,19,3,0,1,12,31,13,15,751,795,44,-0.13485093027372247,-0.9908658973868824
Bus,Route_16,Station_17,Station_18,Clear,Parade,Winter,Monday,34.6,43,26,18.3,83,0,0,0,0.0,0,2023,1,2,0,0,1,21,15,21,51,1275,1311,36,-0.6593458151000687,0.7518398074789775
Bus,Route_4,Station_42,Station_21,Fog,Festival,Summer,Friday,13.6,39,43,8.6,12,0,0,10000,9.210440366976517,1,2023,1,13,4,0,1,4,16,5,5,256,305,49,0.898794046299167,0.43837114678907746
Tram,Route_9,Station_41,Station_3,Storm,Unknown / Missing Event,Summer,Sunday,10.0,55,48,1.6,62,0,1,10000,9.210440366976517,1,2023,1,1,6,1,1,8,17,8,44,497,524,27,0.8265897491271886,-0.5628049276950686
Tram,Route_18,Station_24,Station_20,Snow,Unknown / Missing Event,Winter,Sunday,12.1,56,7,1.0,53,0,0,0,0.0,0,2023,1,1,6,1,1,7,30,8,26,450,506,56,0.9238795325112867,-0.3826834323650897
Tram,Route_4,Station_20,Station_50,Rain,Unknown / Missing Event,Spring,Sunday,23.7,91,17,4.3,55,0,0,0,0.0,0,2023,1,15,6,1,1,18,2,18,41,1082,1121,39,-0.9999619230641713,0.008726535498374096
Train,Route_5,Station_13,Station_18,Fog,Unknown / Missing Event,Autumn,Monday,20.1,97,45,11.0,46,0,0,0,0.0,0,2023,1,2,0,0,1,2,31,2,50,151,170,19,0.6122172800344493,0.7906895737438434
Bus,Route_4,Station_4,Station_4,Storm,Sports,Summer,Saturday,-5.0,39,57,2.7,51,0,0,0,0.0,0,2023,1,7,5,1,1,10,0,10,28,600,628,28,0.49999999999999994,-0.8660254037844387
Tram,Route_17,Station_29,Station_20,Snow,Unknown / Missing Event,Winter,Thursday,3.3,73,19,18.6,14,0,1,500,6.2166061010848646,1,2023,1,5,3,0,1,14,45,15,14,885,914,29,-0.6593458151000688,-0.7518398074789774
Metro,Route_20,Station_34,Station_27,Snow,Unknown / Missing Event,Winter,Tuesday,26.6,62,11,2.9,57,1,0,0,0.0,0,2023,1,3,1,0,1,23,46,0,15,1426,15,29,-0.061048539534856866,0.9981347984218669
Tram,Route_13,Station_49,Station_50,Cloudy,Festival,Summer,Saturday,-2.8,99,34,6.3,4,0,0,500,6.2166061010848646,1,2023,1,7,5,1,1,7,46,8,33,466,513,47,0.894934361602025,-0.4461978131098088
Tram,Route_15,Station_12,Station_48,Storm,Unknown / Missing Event,Winter,Friday,30.3,61,14,15.4,64,0,1,10000,9.210440366976517,1,2023,1,13,4,0,1,4,4,4,29,244,269,25,0.8746197071393957,0.4848096202463371
Metro,Route_14,Station_38,Station_33,Clear,Festival,Summer,Tuesday,15.5,84,57,10.6,47,0,0,50000,10.819798284210286,1,2023,1,17,1,0,1,7,3,7,21,423,441,18,0.9624552364536473,-0.2714404498650742
Bus,Route_5,Station_1,Station_50,Rain,Unknown / Missing Event,Summer,Friday,12.1,97,14,4.4,81,0,0,0,0.0,0,2023,1,13,4,0,1,19,31,20,12,1171,1212,41,-0.9222009716704518,0.3867109616368206
Metro,Route_13,Station_42,Station_19,Snow,Festival,Summer,Monday,-3.1,45,50,16.5,32,0,0,10000,9.210440366976517,1,2023,1,2,0,0,1,22,30,22,52,1350,1372,22,-0.38268343236508956,0.9238795325112868
Metro,Route_20,Station_9,Station_45,Clear,Unknown / Missing Event,Winter,Tuesday,14.8,74,8,5.1,70,0,0,0,0.0,0,2023,1,10,1,0,1,22,32,22,57,1352,1377,25,-0.37460659341591235,0.9271838545667873
Bus,Route_16,Station_31,Station_16,Snow,Unknown / Missing Event,Summer,Thursday,17.9,50,3,0.6,36,0,0,0,0.0,0,2023,1,12,3,0,1,18,47,19,13,1127,1153,26,-0.979045472484584,0.203641751140177
Train,Route_17,Station_7,Station_34,Snow,Concert,Summer,Sunday,0.3,31,54,3.6,58,0,0,50000,10.819798284210286,1,2023,1,15,6,1,1,1,33,2,14,93,134,41,0.3947438563842672,0.9187912101488983
Train,Route_11,Station_34,Station_21,Snow,Festival,Winter,Thursday,3.4,45,47,13.2,8,0,0,0,0.0,0,2023,1,19,3,0,1,14,34,15,13,874,913,39,-0.6225146366376194,-0.782608156852414
Train,Route_8,Station_37,Station_42,Cloudy,Festival,Spring,Thursday,-3.4,62,51,13.7,38,0,0,0,0.0,0,2023,1,12,3,0,1,20,46,21,16,1246,1276,30,-0.7489557207890021,0.6626200482157375
Train,Route_4,Station_6,Station_11,Cloudy,Festival,Summer,Tuesday,0.6,32,46,3.8,92,0,1,50000,10.819798284210286,1,2023,1,17,1,0,1,4,0,4,29,240,269,29,0.8660254037844386,0.5000000000000001
Train,Route_2,Station_28,Station_26,Snow,Unknown / Missing Event,Summer,Tuesday,15.3,71,36,10.1,35,0,0,2000,7.601402334583733,1,2023,1,10,1,0,1,6,18,6,56,378,416,38,0.996917333733128,-0.07845909572784487
Tram,Route_6,Station_40,Station_12,Rain,Unknown / Missing Event,Summer,Sunday,28.5,64,48,7.2,25,0,0,0,0.0,0,2023,1,15,6,1,1,7,0,7,23,420,443,23,0.9659258262890683,-0.25881904510252085
Metro,Route_15,Station_9,Station_21,Clear,Protest,Spring,Wednesday,-0.6,46,32,4.8,9,0,0,0,0.0,0,2023,1,11,2,0,1,14,18,14,38,858,878,20,-0.5664062369248329,-0.8241261886220156
Bus,Route_5,Station_26,Station_34,Clear,Unknown / Missing Event,Winter,Thursday,15.1,52,11,9.1,56,0,0,0,0.0,0,2023,1,19,3,0,1,14,4,14,52,844,892,48,-0.5150380749100542,-0.8571673007021123
Train,Route_1,Station_32,Station_10,Rain,Unknown / Missing Event,Spring,Saturday,19.6,84,44,16.4,89,0,1,50000,10.819798284210286,1,2023,1,7,5,1,1,7,0,7,41,420,461,41,0.9659258262890683,-0.25881904510252085
Metro,Route_4,Station_35,Station_39,Rain,Unknown / Missing Event,Winter,Thursday,23.6,46,35,9.1,34,0,0,2000,7.601402334583733,1,2023,1,19,3,0,1,13,0,13,38,780,818,38,-0.25881904510252035,-0.9659258262890684
Bus,Route_2,Station_35,Station_13,Fog,Parade,Spring,Wednesday,22.2,52,39,7.2,3,0,0,0,0.0,0,2023,1,18,2,0,1,17,47,18,8,1067,1088,21,-0.9983916705573488,-0.056692787563377714
Bus,Route_9,Station_33,Station_3,Snow,Unknown / Missing Event,Winter,Tuesday,-0.9,70,9,0.4,28,0,0,50000,10.819798284210286,1,2023,1,3,1,0,1,22,46,23,19,1366,1399,33,-0.31730465640509187,0.9483236552061994
Bus,Route_4,Station_32,Station_50,Snow,Sports,Summer,Tuesday,23.7,39,25,14.2,52,0,1,2000,7.601402334583733,1,2023,1,17,1,0,1,9,47,10,15,587,615,28,0.5482932295199138,-0.8362861558477596
Metro,Route_8,Station_4,Station_31,Storm,Unknown / Missing Event,Spring,Wednesday,20.5,38,39,15.5,65,0,1,2000,7.601402334583733,1,2023,1,4,2,0,1,13,2,13,40,782,820,38,-0.2672383760782568,-0.9636304532086231
Metro,Route_13,Station_9,Station_16,Snow,Unknown / Missing Event,Autumn,Wednesday,9.9,85,33,6.7,49,0,1,0,0.0,0,2023,1,18,2,0,1,5,2,5,40,302,340,38,0.9681476403781077,0.2503800040544415
Tram,Route_5,Station_32,Station_14,Fog,Unknown / Missing Event,Winter,Wednesday,14.9,99,36,9.1,20,0,0,10000,9.210440366976517,1,2023,1,18,2,0,1,14,1,14,35,841,875,34,-0.5037739770455262,-0.8638355052043958
Tram,Route_7,Station_50,Station_12,Fog,Unknown / Missing Event,Winter,Tuesday,0.3,92,39,4.6,82,0,1,0,0.0,0,2023,1,3,1,0,1,23,3,23,26,1383,1406,23,-0.24615329302899291,0.9692309097067544
Train,Route_12,Station_42,Station_27,Storm,Unknown / Missing Event,Summer,Monday,25.4,91,58,15.4,14,0,0,0,0.0,0,2023,1,9,0,0,1,14,2,14,55,842,895,53,-0.5075383629607039,-0.8616291604415259
Metro,Route_14,Station_10,Station_3,Clear,Unknown / Missing Event,Winter,Monday,34.2,78,49,17.0,48,0,0,0,0.0,0,2023,1,9,0,0,1,0,31,0,50,31,50,19,0.134850930273723,0.9908658973868822
Tram,Route_15,Station_22,Station_7,Fog,Unknown / Missing Event,Autumn,Sunday,8.8,63,49,15.8,26,0,0,2000,7.601402334583733,1,2023,1,15,6,1,1,3,3,3,51,183,231,48,0.7163019434246541,0.6977904598416802
Train,Route_15,Station_49,Station_19,Storm,Unknown / Missing Event,Autumn,Thursday,16.7,88,8,1.9,88,0,0,0,0.0,0,2023,1,12,3,0,1,18,4,18,36,1084,1116,32,-0.9998476951563913,0.01745240643728313
Train,Route_16,Station_20,Station_36,Fog,Festival,Winter,Wednesday,11.8,31,32,1.6,42,0,0,0,0.0,0,2023,1,4,2,0,1,18,48,19,16,1128,1156,28,-0.9781476007338058,0.20791169081775857
Train,Route_18,Station_27,Station_7,Rain,Festival,Autumn,Thursday,7.0,38,27,7.4,58,0,1,0,0.0,0,2023,1,5,3,0,1,3,33,4,15,213,255,42,0.8012538126910607,0.5983246005706591
Metro,Route_3,Station_37,Station_2,Fog,Unknown / Missing Event,Winter,Monday,13.8,92,31,19.0,23,0,0,10000,9.210440366976517,1,2023,1,16,0,0,1,3,19,3,59,199,239,40,0.7632324697825289,0.6461239796429639
Train,Route_2,Station_4,Station_7,Cloudy,Unknown / Missing Event,Winter,Monday,22.2,85,16,17.3,15,0,0,0,0.0,0,2023,1,16,0,0,1,9,2,9,39,542,579,37,0.700909264299851,-0.7132504491541815
Bus,Route_5,Station_10,Station_3,Cloudy,Concert,Spring,Monday,0.8,41,1,19.8,65,0,0,0,0.0,0,2023,1,2,0,0,1,16,18,17,5,978,1025,47,-0.9025852843498606,-0.43051109680829514
Metro,Route_13,Station_9,Station_26,Rain,Unknown / Missing Event,Spring,Wednesday,2.5,61,38,9.4,65,0,0,0,0.0,0,2023,1,18,2,0,1,8,49,9,26,529,566,37,0.7402181274868322,-0.6723668074346679
Tram,Route_5,Station_19,Station_48,Clear,Concert,Autumn,Wednesday,17.1,90,13,9.7,10,0,0,50000,10.819798284210286,1,2023,1,11,2,0,1,15,17,15,58,917,958,41,-0.7575649843840494,-0.6527597524627227
Tram,Route_15,Station_8,Station_29,Clear,Unknown / Missing Event,Spring,Sunday,9.6,37,9,7.7,29,0,1,0,0.0,0,2023,1,15,6,1,1,11,30,11,56,690,716,26,0.13052619222005157,-0.9914448613738104
Metro,Route_19,Station_7,Station_22,Fog,Unknown / Missing Event,Spring,Tuesday,6.5,79,59,10.3,19,0,0,0,0.0,0,2023,1,3,1,0,1,0,16,1,14,16,74,58,0.0697564737441253,0.9975640502598242
Bus,Route_15,Station_22,Station_7,Snow,Unknown / Missing Event,Summer,Monday,5.0,73,34,16.1,5,0,0,50000,10.819798284210286,1,2023,1,2,0,0,1,15,18,16,2,918,962,44,-0.7604059656000306,-0.6494480483301841
Metro,Route_15,Station_40,Station_46,Rain,Unknown / Missing Event,Autumn,Thursday,-2.6,95,23,6.2,50,0,1,0,0.0,0,2023,1,5,3,0,1,18,17,18,41,1097,1121,24,-0.9972501850994857,0.07410849019539888
Bus,Route_18,Station_46,Station_37,Snow,Unknown / Missing Event,Spring,Monday,-0.3,39,58,3.0,39,0,1,0,0.0,0,2023,1,2,0,0,1,13,45,14,17,825,857,32,-0.44228869021900147,-0.8968727415326883
Train,Route_15,Station_42,Station_35,Snow,Concert,Summer,Tuesday,19.8,60,11,5.1,27,0,0,0,0.0,0,2023,1,10,1,0,1,0,34,0,53,34,53,19,0.14780941112961063,0.9890158633619168
Metro,Route_4,Station_28,Station_35,Storm,Unknown / Missing Event,Summer,Friday,16.5,50,16,7.7,64,0,1,50000,10.819798284210286,1,2023,1,13,4,0,1,13,31,14,9,811,849,38,-0.38671096163682067,-0.9222009716704518
